Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
MMPB,America/Mexico_City,1983-02-15,42.80,61.52,40.46,49.28,4.47,11.51,,S,3.00,7.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-16,45.32,66.56,37.58,42.08,6.71,11.51,,NW,6.21,12.43,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-17,62.96,67.28,45.32,46.04,4.47,6.90,,SW,3.00,12.43,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-18,41.00,62.42,36.68,47.48,2.24,9.21,,S,6.21,12.43,,,,,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-19,38.84,62.42,34.34,48.02,2.24,9.21,,S,3.00,9.32,,,,,CLR,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-20,60.62,64.04,49.10,50.90,4.47,9.21,,S,6.21,7.00,,,,,NCD,no cloud detected,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-21,63.32,66.56,45.14,49.28,4.47,9.21,,S,3.00,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-22,41.72,59.00,39.38,48.20,2.24,4.60,,NE,1.86,7.00,,,,,ICC06,six oktas - 7/10 - 8/10,OVC,overcast,BR,mist,IWC10,mist,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-23,36.68,65.84,32.90,50.90,4.47,13.81,,SW,3.00,9.32,,,,,NCD,no cloud detected,FEW,mostly clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-24,44.60,65.48,41.36,47.30,6.71,16.11,,SW,3.00,9.32,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-25,46.04,64.76,45.32,49.28,4.47,11.51,,SW,1.86,3.11,,,,,CLR,clear,OVC,overcast,DZ,drizzle,IWC53,drizzle,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-26,56.12,59.36,35.96,38.48,17.90,22.37,,SW,10.00,15.53,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-27,59.90,63.32,45.32,46.40,6.71,6.90,,S,10.00,12.43,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-02-28,68.00,68.00,46.40,46.40,11.18,11.51,,S,10.00,12.43,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-01,69.44,69.44,51.44,51.44,6.71,6.90,,S,10.00,12.43,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-02,67.64,70.52,50.72,51.44,6.71,6.90,,S,10.00,12.43,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-03,53.24,53.24,20.84,20.84,11.18,11.51,,SW,9.00,9.32,,,,,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-04,66.20,69.62,28.04,34.70,13.42,20.13,,SW,6.21,12.43,,,,,CLR,clear,SCT,partly cloudy,IWC07,dust/sand,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-05,48.20,67.64,33.98,59.72,6.71,9.21,,SW,0.31,12.43,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-06,68.90,71.60,30.92,36.50,4.47,6.90,,S,6.21,12.43,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-07,37.76,68.72,28.58,46.40,0.00,9.21,,SW,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-08,37.76,70.16,26.42,38.30,4.47,4.60,,NE,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-09,37.76,71.24,32.00,33.08,0.00,9.21,,SW,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-10,41.00,84.92,36.68,47.12,2.24,4.60,,S,3.00,3.11,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-11,42.44,69.80,39.38,50.54,2.24,6.90,,S,3.00,3.11,,,,,CLR,clear,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-12,48.56,59.54,35.78,46.58,0.00,2.30,,E,3.00,9.32,,,,,OVC,overcast,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-13,48.20,53.24,46.58,47.66,6.71,9.21,,S,3.00,9.32,,,,,ICC06,six oktas - 7/10 - 8/10,OVC,overcast,DZ,drizzle,IWC20,drizzle/snow grains,IWC05,haze,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-14,46.40,56.84,43.52,44.60,0.00,4.60,,SW,3.00,7.00,,,,,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-15,59.72,64.76,36.32,40.46,6.71,6.90,,SE,6.21,7.00,,,,,NCD,no cloud detected,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-16,38.84,60.44,34.34,37.58,4.47,11.51,,S,6.21,12.43,,,,,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-17,38.84,68.36,31.28,36.14,2.24,6.90,,S,6.21,9.32,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-18,69.80,71.96,32.72,42.62,6.71,9.21,,S,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-19,39.92,72.32,34.52,45.14,4.47,9.21,,S,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-20,41.36,71.96,23.36,33.80,2.24,9.21,,S,3.00,12.43,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-21,45.32,73.40,25.70,33.44,4.47,16.11,,SW,3.00,7.00,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-22,39.92,71.96,32.18,33.08,0.00,13.81,,SW,3.00,7.00,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-23,55.76,68.72,32.18,32.36,6.71,13.81,,SW,6.21,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-24,42.80,73.04,32.18,43.88,4.47,9.21,,SW,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-25,44.96,73.04,37.94,46.58,0.00,11.51,,S,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-26,50.36,70.88,32.00,42.98,4.47,13.81,,SW,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-27,43.52,73.04,36.50,48.92,0.00,11.51,,SW,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-28,42.80,70.52,39.38,47.84,0.00,4.60,,S,1.86,7.00,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-29,62.60,71.42,39.92,46.04,0.00,4.60,,S,3.00,9.32,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-30,45.86,70.88,37.94,44.96,0.00,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-03-31,43.34,74.48,36.32,40.28,0.00,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-01,44.42,73.94,37.58,48.38,0.00,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-02,49.28,71.96,42.08,46.04,0.00,9.21,,S,3.00,7.00,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-03,46.22,71.42,41.18,45.14,0.00,9.21,,SW,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-04,48.20,69.80,35.78,44.60,4.47,11.51,,S,3.00,9.32,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-05,44.42,72.50,37.58,42.62,4.47,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-06,46.04,70.70,37.58,44.60,2.24,9.21,,S,3.00,7.00,,,,,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-07,55.40,71.60,36.50,45.32,2.24,11.51,,S,3.00,7.00,,,,,FEW,mostly clear,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-08,46.04,71.96,34.52,42.44,2.24,18.41,,SW,6.21,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC07,dust/sand,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-09,48.92,71.06,38.84,45.32,2.24,16.11,,SW,3.00,7.00,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-10,44.24,72.86,39.38,46.76,2.24,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-11,73.04,73.40,41.54,52.34,4.47,9.21,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-12,49.64,73.76,43.52,46.58,4.47,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-13,53.24,75.20,42.26,47.12,4.47,11.51,,S,6.21,12.43,,,,,NCD,no cloud detected,ICC03,three oktas - 4/10,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-14,70.88,74.84,35.06,46.22,6.71,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-15,49.64,73.76,40.10,53.60,6.71,9.21,,NE,3.00,3.11,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-16,46.40,74.12,34.88,52.34,4.47,6.90,,S,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-17,45.14,73.76,41.90,47.30,2.24,9.21,,S,3.00,7.00,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-18,47.84,76.28,43.34,47.84,2.24,6.90,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-19,48.92,77.00,42.44,46.40,4.47,9.21,,S,3.00,3.11,,,,,NCD,no cloud detected,FEW,mostly clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-20,48.20,78.08,37.40,44.96,0.00,9.21,,S,3.00,3.11,,,,,CLR,clear,ICC05,five oktas - 6/10,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-21,49.64,80.24,40.10,48.02,0.00,9.21,,S,3.00,3.11,,,,,NCD,no cloud detected,ICC03,three oktas - 4/10,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-22,50.36,79.88,41.54,55.58,0.00,13.81,,S,3.00,3.11,,,,,NCD,no cloud detected,FEW,mostly clear,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-23,78.08,79.16,47.30,53.78,4.47,6.90,,SE,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-24,48.20,76.28,39.38,50.72,2.24,9.21,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-25,49.28,75.56,43.34,53.24,2.24,11.51,,S,3.00,3.11,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-26,46.04,76.28,41.72,48.20,0.00,13.81,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-27,77.36,77.36,39.38,39.38,6.71,6.90,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-28,45.68,78.08,35.42,51.98,0.00,9.21,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-29,47.84,77.72,42.08,50.18,0.00,9.21,,S,3.00,3.11,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-04-30,51.08,80.60,41.18,47.48,0.00,4.60,,S,3.00,3.11,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-01,47.48,80.24,36.86,45.32,0.00,4.60,,S,3.00,3.11,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-02,48.92,76.28,43.70,54.86,0.00,6.90,,SW,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-03,51.44,80.96,47.48,48.92,0.00,6.90,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-04,51.80,78.08,45.68,54.32,4.47,9.21,,SW,3.00,3.11,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC08,dust/sand whirls,IWC04,smoke,PO,well-developed dust/sand whirls,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-05,50.72,80.24,44.78,58.10,0.00,9.21,,S,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-06,54.32,80.60,49.46,51.26,0.00,4.60,,S,3.00,3.11,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-07,57.20,82.58,39.74,47.66,0.00,4.60,,S,3.00,3.11,,,,,FEW,mostly clear,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-08,54.32,80.96,38.48,49.82,0.00,6.90,,S,3.00,3.11,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-09,79.52,79.52,47.12,47.12,4.47,4.60,,S,3.00,3.11,,,,,FEW,mostly clear,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-10,77.72,79.88,46.58,50.36,4.47,6.90,,E,3.00,3.11,,,,,OVC,overcast,VV,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-11,53.24,79.16,27.68,59.36,0.00,2.30,,SW,3.00,3.11,,,,,SCT,partly cloudy,VV,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-12,56.84,79.52,46.58,58.10,0.00,18.41,,NE,3.00,3.11,,,,,FEW,mostly clear,VV,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-13,57.20,79.88,48.38,55.04,0.00,6.90,,SW,3.00,3.11,,,,,NCD,no cloud detected,VV,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-14,51.80,77.90,42.26,45.86,0.00,6.90,,SW,3.00,3.11,,,,,ICC03,three oktas - 4/10,SCT,partly cloudy,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-15,59.54,80.60,46.94,48.74,2.24,4.60,,S,3.00,3.11,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-16,54.68,80.60,48.92,59.36,0.00,6.90,,SW,3.00,3.11,,,,,NCD,no cloud detected,VV,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-17,55.40,81.32,51.44,59.36,4.47,6.90,,SW,3.00,3.11,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-18,55.76,82.76,50.36,58.82,0.00,6.90,,S,3.00,3.11,,,,,NCD,no cloud detected,VV,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-19,55.04,80.24,48.92,58.28,0.00,6.90,,S,3.00,3.11,,,,,NCD,no cloud detected,VV,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-20,53.60,82.40,47.48,53.96,0.00,4.60,,SE,3.00,3.11,,,,,NCD,no cloud detected,SCT,partly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-21,70.16,85.10,50.90,58.10,4.47,16.11,,NE,3.00,3.11,,,,,FEW,mostly clear,OVC,overcast,IWC29,thunderstorm,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-22,53.78,79.70,48.74,53.96,0.00,9.21,,SE,3.00,3.11,,,,,SCT,partly cloudy,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-23,54.32,78.80,49.64,57.92,0.00,6.90,,SW,3.00,3.11,,,,,CLR,clear,ICC06,six oktas - 7/10 - 8/10,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-24,57.92,70.52,54.50,55.58,0.00,11.51,,SE,3.00,3.11,,,,,SCT,partly cloudy,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-25,66.56,73.40,51.98,58.64,4.47,9.21,,E,3.00,3.11,,,,,ICC06,six oktas - 7/10 - 8/10,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-26,55.76,67.64,53.24,55.58,0.00,4.60,,SE,3.00,3.11,,,,,OVC,overcast,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-27,54.68,72.32,52.52,55.40,2.24,9.21,,S,3.00,7.00,,,,,CLR,clear,ICC06,six oktas - 7/10 - 8/10,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-28,57.56,75.20,42.80,55.04,0.00,11.51,,SW,3.00,25.00,,,,,CLR,clear,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-29,50.72,75.20,43.70,49.82,0.00,18.41,,S,18.64,20.00,,,,,NCD,no cloud detected,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-30,52.52,75.02,29.48,49.64,0.00,13.81,,S,9.00,20.00,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-05-31,53.24,76.46,43.88,48.92,0.00,11.51,,S,3.00,7.00,,,,,NCD,no cloud detected,SCT,partly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-01,47.84,78.44,40.82,43.16,0.00,9.21,,S,3.00,7.00,,,,,NCD,no cloud detected,FEW,mostly clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-02,53.96,78.80,46.04,51.08,0.00,9.21,,S,3.00,7.00,,,,,CLR,clear,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-03,57.20,76.64,51.26,62.06,0.00,16.11,,E,3.00,3.11,,,,,ICC03,three oktas - 4/10,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-04,78.62,78.80,50.18,53.78,2.24,6.90,,S,6.21,9.32,,,,,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-05,77.90,84.56,57.92,74.48,4.47,20.13,,E,6.21,20.00,,,,,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-06,60.80,75.92,57.92,58.10,0.00,4.60,,S,0.62,7.00,,,,,ICC03,three oktas - 4/10,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-07,59.00,69.80,56.48,62.06,0.00,4.60,,SW,3.00,3.11,,,,,ICC06,six oktas - 7/10 - 8/10,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1983-06-08,55.04,71.96,53.24,59.90,0.00,4.60,,NW,3.00,3.11,,,,,FEW,mostly clear,OVC,overcast,IWC16,precipitation in the vicinity,,,,,,,,,,,,,,,,,,,,,,
