Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
MMPB,America/Mexico_City,2021-08-29,55.40,73.40,53.60,59.00,0.00,13.81,,S,4.00,10.00,,,30.25,30.35,FEW,mostly clear,OVC,overcast,+RA,heavy rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-08-30,55.40,69.80,53.60,60.80,2.30,16.11,,S,5.00,10.00,,,30.19,30.31,SCT,partly cloudy,OVC,overcast,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-08-31,53.60,68.00,51.80,57.20,0.00,13.81,,S,6.00,10.00,,,30.16,30.28,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-01,55.40,69.80,55.40,57.20,3.45,13.81,,S,2.00,12.00,,,30.19,30.29,FEW,mostly clear,OVC,overcast,-RA,light rain,BR,mist,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-02,55.40,69.80,53.60,55.40,0.00,13.81,,E,6.00,11.00,,,30.18,30.31,SCT,partly cloudy,OVC,overcast,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-03,55.40,73.40,51.80,55.40,0.00,11.51,,S,5.00,8.00,,,30.20,30.32,FEW,mostly clear,OVC,overcast,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-04,51.80,75.20,46.40,53.60,2.30,13.81,,SW,4.00,12.00,,,30.22,30.33,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-05,57.20,84.20,51.80,75.20,0.00,16.11,,S,2.50,10.00,,,29.80,30.34,FEW,mostly clear,OVC,overcast,HZ,haze,BR,mist,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-06,55.40,71.60,51.80,57.20,0.00,12.66,,S,2.50,9.00,,,30.22,30.40,SCT,partly cloudy,OVC,overcast,RA,rain,-DZ,light drizzle,HZ,haze,BR,mist,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-07,53.60,68.00,51.80,55.40,2.30,11.51,,S,5.00,10.00,,,30.25,30.34,FEW,mostly clear,OVC,overcast,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-08,51.80,71.60,50.00,55.40,0.00,12.66,,S,9.00,10.00,,,30.22,30.32,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-09,51.80,75.20,50.00,51.80,0.00,11.51,,N,8.00,10.00,,,30.22,30.34,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-10,51.80,73.40,44.60,50.00,8.06,16.11,,N,8.00,12.00,,,30.24,30.36,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-11,50.00,73.40,37.40,53.60,0.00,19.56,,N,10.00,12.00,,,30.23,30.34,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-12,51.80,71.60,48.20,57.20,5.75,19.56,,N,5.00,10.00,,,30.20,30.31,FEW,mostly clear,OVC,overcast,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-13,55.40,68.00,35.60,59.00,3.45,18.41,,S,3.00,11.00,,,30.27,30.36,FEW,mostly clear,OVC,overcast,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-14,55.40,69.80,55.40,57.20,4.60,13.81,,S,4.00,12.00,,,30.25,30.37,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-15,55.40,75.20,53.60,59.00,0.00,18.41,,S,0.06,10.00,,,30.18,30.29,FEW,mostly clear,VV,overcast,HZ,haze,FG,fog,BR,mist,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-16,55.40,77.00,51.80,57.20,3.45,12.66,,S,4.00,12.00,,,30.21,30.31,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-17,55.40,75.20,53.60,59.00,2.30,12.66,,S,2.00,9.00,,,30.28,30.41,FEW,mostly clear,OVC,overcast,RA,rain,BR,mist,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-18,55.40,69.80,50.00,59.00,0.00,10.36,,S,7.00,8.00,,,30.25,30.40,FEW,mostly clear,OVC,overcast,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-19,53.60,71.60,51.80,57.20,2.30,13.81,,S,5.00,12.00,,,30.26,30.38,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-20,50.00,73.40,48.20,53.60,0.00,10.36,,S,9.00,10.00,,,30.25,30.38,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-21,55.40,78.80,41.00,55.40,0.00,13.81,,S,8.00,10.00,,,30.29,30.45,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-22,48.20,73.40,42.80,48.20,9.21,19.56,,N,8.00,13.00,,,30.33,30.45,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-23,46.40,75.20,42.80,55.40,0.00,10.36,,N,7.00,11.00,,,30.27,30.40,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-24,46.40,62.60,44.60,57.20,3.45,13.81,25.32,E,5.00,10.00,,,30.26,30.34,SKC,clear,OVC,overcast,+RA,heavy rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-25,50.00,64.40,48.20,53.60,4.60,9.21,,N,5.00,8.00,,,30.30,30.35,SKC,clear,BKN,mostly cloudy,RA,rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-26,48.20,77.00,46.40,57.20,4.60,10.36,,SE,9.00,10.00,,,30.27,30.37,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-27,48.20,69.80,46.40,55.40,3.45,6.90,,E,1.00,10.00,,,30.32,30.39,SKC,clear,SCT,partly cloudy,HZ,haze,BR,mist,BC,patches of obscuration,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-28,53.60,66.20,39.20,55.40,2.30,10.36,,NW,5.00,11.00,,,30.23,30.37,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-29,51.80,73.40,50.00,57.20,2.30,16.11,,S,5.00,9.00,,,30.18,30.31,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-09-30,51.80,75.20,50.00,55.40,4.60,13.81,23.02,SE,4.00,10.00,,,30.19,30.32,SKC,clear,OVC,overcast,+RA,heavy rain,SHRA,showers of rain,-RA,light rain,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-01,53.60,71.60,51.80,55.40,2.30,17.26,,S,5.00,12.00,,,30.23,30.36,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-02,53.60,73.40,51.80,53.60,2.30,12.66,,SW,7.00,9.00,,,30.22,30.37,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-03,53.60,75.20,46.40,55.40,2.30,12.66,,S,5.00,10.00,,,30.20,30.36,FEW,mostly clear,OVC,overcast,RA,rain,SHRA,showers of rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-04,51.80,77.00,42.80,53.60,3.45,19.56,,S,7.00,12.00,,,30.22,30.36,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-05,51.80,71.60,48.20,57.20,2.30,13.81,,N,6.00,12.00,,,30.24,30.35,FEW,mostly clear,OVC,overcast,TS,thunderstorm,-RA,light rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-06,53.60,71.60,51.80,57.20,3.45,11.51,,N,9.00,12.00,,,30.27,30.37,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-07,51.80,75.20,46.40,55.40,2.30,13.81,,S,8.00,13.00,,,30.26,30.39,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-08,48.20,75.20,41.00,53.60,3.45,17.26,18.41,N,10.00,12.00,,,30.29,30.39,FEW,mostly clear,OVC,overcast,VCRA,rain in the vicinity,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-09,50.00,77.00,46.40,53.60,3.45,13.81,,S,10.00,11.00,,,30.26,30.39,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-10,53.60,75.20,46.40,55.40,3.45,16.11,,S,9.00,12.00,,,30.23,30.36,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-11,48.20,75.20,41.00,59.00,0.00,17.26,,S,8.00,10.00,,,30.20,30.32,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-12,48.20,77.00,39.20,51.80,2.30,13.81,,S,5.00,10.00,,,30.23,30.36,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-13,44.60,75.20,39.20,51.80,2.30,14.96,,S,9.00,12.00,,,30.23,30.34,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-14,44.60,78.80,37.40,59.00,0.00,18.41,,S,5.00,10.00,,,30.18,30.32,SKC,clear,OVC,overcast,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-15,48.20,80.60,32.00,48.20,3.45,11.51,,N,8.00,13.00,,,30.21,30.33,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-16,53.60,69.80,41.00,48.20,6.90,21.86,26.47,N,8.00,12.00,,,30.35,30.43,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-17,53.60,68.00,44.60,48.20,6.90,20.71,,N,10.00,12.00,,,30.36,30.46,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-18,44.60,73.40,41.00,51.80,0.00,9.21,,S,9.00,12.00,,,30.25,30.40,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-19,51.80,73.40,42.80,50.00,2.30,16.11,,SW,8.00,12.00,,,30.23,30.37,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-20,50.00,77.00,46.40,53.60,3.45,10.36,,S,6.00,9.00,,,30.28,30.43,FEW,mostly clear,OVC,overcast,RA,rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-21,51.80,73.40,48.20,53.60,4.60,14.96,,N,9.00,10.00,,,30.30,30.42,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-22,51.80,73.40,48.20,55.40,3.45,19.56,,N,5.00,12.00,,,30.23,30.37,FEW,mostly clear,OVC,overcast,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-23,51.80,71.60,50.00,55.40,3.45,19.56,,S,7.00,10.00,,,30.19,30.32,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-24,50.00,75.20,50.00,55.40,0.00,17.26,,SW,1.00,10.00,,,30.22,30.33,FEW,mostly clear,BKN,mostly cloudy,BR,mist,BC,patches of obscuration,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-25,48.20,75.20,46.40,53.60,2.30,16.11,,S,9.00,12.00,,,30.30,30.39,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-26,53.60,75.20,51.80,55.40,2.30,23.02,,S,7.00,10.00,,,30.23,30.39,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-27,55.40,73.40,50.00,55.40,0.00,18.41,,S,6.00,10.00,,,30.21,30.34,SKC,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-28,51.80,77.00,46.40,53.60,3.45,18.41,,SW,8.00,10.00,,,30.23,30.35,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-29,48.20,73.40,44.60,53.60,3.45,13.81,,S,5.00,10.00,,,30.23,30.39,SKC,clear,OVC,overcast,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-30,46.40,71.60,37.40,55.40,0.00,13.81,,S,5.00,10.00,,,30.22,30.38,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-10-31,46.40,73.40,44.60,51.80,2.30,11.51,,S,6.00,10.00,,,30.24,30.36,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-01,46.40,77.00,19.40,46.40,0.00,12.66,,S,8.00,10.00,,,30.30,30.42,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-02,42.80,75.20,23.00,37.40,5.75,13.81,,S,8.00,10.00,,,30.28,30.41,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-03,42.80,73.40,23.00,41.00,2.30,17.26,,S,7.00,12.00,,,30.23,30.38,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-04,42.80,71.60,35.60,48.20,3.45,19.56,,N,6.00,9.00,,,30.22,30.35,FEW,mostly clear,OVC,overcast,-TSRA,thunderstorm with light rain,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-05,41.00,73.40,35.60,50.00,3.45,13.81,,N,8.00,10.00,,,30.26,30.38,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-06,41.00,71.60,24.80,39.20,4.60,9.21,,N,7.00,13.00,,,30.30,30.40,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-07,44.60,73.40,39.20,50.00,2.30,10.36,,N,10.00,12.00,,,30.32,30.44,SKC,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-08,42.80,71.60,33.80,46.40,5.75,9.21,,N,8.00,10.00,,,30.34,30.45,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-09,41.00,75.20,32.00,42.80,2.30,12.66,,S,7.00,13.00,,,30.28,30.45,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-10,39.20,73.40,33.80,42.80,2.30,16.11,,S,7.00,9.00,,,30.20,30.36,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-11,42.80,75.20,23.00,48.20,3.45,12.66,21.86,N,7.00,10.00,,,30.19,30.32,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-12,39.20,71.60,19.40,39.20,2.30,17.26,,N,8.00,13.00,,,30.26,30.41,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-13,39.20,68.00,23.00,41.00,5.75,13.81,,NE,7.00,10.00,,,30.33,30.46,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-14,39.20,69.80,33.80,42.80,2.30,10.36,,NE,8.00,10.00,,,30.29,30.43,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-15,39.20,73.40,17.60,32.00,3.45,8.06,,S,8.00,12.00,,,30.31,30.44,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-16,37.40,71.60,28.40,33.80,0.00,11.51,,SW,9.00,12.00,,,30.27,30.40,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-17,39.20,71.60,28.40,35.60,0.00,17.26,,S,8.00,10.00,,,30.26,30.38,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-18,41.00,73.40,30.20,42.80,3.45,12.66,,S,7.00,11.00,,,30.30,30.41,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-19,46.40,68.00,42.80,46.40,8.06,14.96,,N,8.00,12.00,,,30.35,30.47,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-20,41.00,73.40,37.40,50.00,0.00,13.81,18.41,SE,8.00,10.00,,,30.29,30.44,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-21,42.80,73.40,35.60,46.40,2.30,12.66,,S,8.00,12.00,,,30.27,30.41,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-22,46.40,73.40,41.00,48.20,5.75,14.96,,N,9.00,12.00,,,30.31,30.44,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-23,51.80,68.00,44.60,46.40,0.00,14.96,,SW,8.00,10.00,,,30.29,30.42,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-24,50.00,75.20,33.80,48.20,2.30,14.96,,S,4.00,12.00,,,30.29,30.42,SKC,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-25,42.80,73.40,37.40,44.60,3.45,10.36,,N,7.00,10.00,,,30.27,30.43,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-26,44.60,73.40,30.20,44.60,2.30,14.96,,N,7.00,10.00,,,30.17,30.42,SKC,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-27,39.20,73.40,28.40,41.00,3.45,12.66,,S,6.00,11.00,,,30.25,30.39,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-28,42.80,75.20,35.60,42.80,2.30,13.81,,S,7.00,9.00,,,30.27,30.41,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-29,42.80,73.40,37.40,44.60,4.60,10.36,,S,7.00,10.00,,,30.27,30.42,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-11-30,41.00,73.40,37.40,44.60,2.30,10.36,,S,4.00,10.00,,,30.26,30.41,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-01,42.80,77.00,30.20,41.00,0.00,10.36,,N,10.00,12.00,,,30.29,30.44,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-02,44.60,78.80,19.40,41.00,2.30,12.66,,NW,9.00,13.00,,,30.29,30.44,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-03,39.20,73.40,24.80,41.00,2.30,9.21,,E,9.00,12.00,,,30.26,30.40,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-04,35.60,75.20,24.80,41.00,0.00,12.66,,S,7.00,10.00,,,30.27,30.40,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-05,39.20,71.60,33.80,42.80,0.00,16.11,,S,7.00,10.00,,,30.26,30.41,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-06,41.00,75.20,32.00,41.00,2.30,10.36,,SW,7.00,9.00,,,30.30,30.44,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-07,39.20,77.00,26.60,39.20,4.60,17.26,,S,7.00,12.00,,,30.25,30.40,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-08,42.80,77.00,32.00,41.00,0.00,10.36,,SW,8.00,10.00,,,30.27,30.43,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-09,41.00,77.00,30.20,42.80,2.30,16.11,,S,8.00,9.00,,,30.28,30.41,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-10,41.00,73.40,32.00,37.40,2.30,13.81,,S,5.00,9.00,,,30.23,30.39,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-11,37.40,77.00,28.40,35.60,3.45,13.81,,N,6.00,7.00,,,30.22,30.35,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-12,42.80,71.60,35.60,44.60,4.60,11.51,,N,9.00,10.00,,,30.31,30.43,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-13,39.20,77.00,24.80,44.60,0.00,13.81,,S,9.00,12.00,,,30.34,30.48,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-14,39.20,73.40,24.80,42.80,4.60,12.66,,S,7.00,11.00,,,30.34,30.48,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-15,42.80,73.40,28.40,41.00,2.30,10.36,,S,7.00,11.00,,,30.27,30.43,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-16,41.00,73.40,26.60,41.00,2.30,11.51,,S,8.00,10.00,,,30.20,30.36,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-17,39.20,71.60,33.80,42.80,2.30,13.81,,S,8.00,10.00,,,30.22,30.36,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-18,42.80,73.40,33.80,46.40,0.00,13.81,19.56,S,7.00,8.00,,,30.24,30.38,SKC,clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-19,44.60,71.60,37.40,44.60,2.30,9.21,,S,8.00,10.00,,,30.26,30.40,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-20,42.80,68.00,39.20,48.20,0.00,12.66,,S,6.00,8.00,,,30.25,30.37,SKC,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-21,42.80,71.60,37.40,46.40,3.45,10.36,,S,7.00,9.00,,,30.24,30.39,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-22,39.20,73.40,19.40,41.00,3.45,13.81,16.11,S,7.00,10.00,,,30.25,30.39,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-23,39.20,78.80,10.40,37.40,0.00,9.21,16.11,SW,8.00,10.00,,,30.27,30.41,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-24,42.80,80.60,21.20,35.60,0.00,14.96,,N,9.00,12.00,,,30.22,30.38,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-25,41.00,82.40,15.80,44.60,2.30,14.96,17.26,S,10.00,10.00,,,30.22,30.37,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-26,39.20,78.80,10.40,42.80,0.00,17.26,,S,9.00,10.00,,,30.23,30.36,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-12-27,37.40,71.60,23.00,46.40,0.00,19.56,,S,8.00,9.00,,,30.20,30.34,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
