Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
MMPB,America/Mexico_City,1990-02-04,11.12,47.84,0.14,42.44,0.00,11.51,,S,3.00,11.93,,,,,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-05,12.20,21.20,2.12,6.26,0.00,16.11,,S,7.95,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-06,14.18,47.12,2.12,43.34,0.00,13.87,,S,3.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-07,10.22,68.36,1.22,43.70,0.00,11.51,,S,3.00,11.93,,,,,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-08,8.24,73.04,2.12,39.56,0.00,9.21,18.41,S,3.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-09,22.10,71.24,9.14,46.76,0.00,13.87,,SW,6.21,12.43,,,30.17,30.27,NCD,no cloud detected,ICC05,five oktas - 6/10,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-10,13.10,47.12,1.22,42.08,0.00,13.87,,S,6.21,10.00,,,30.09,30.23,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-11,11.12,70.16,4.10,47.48,0.00,6.93,,SE,3.00,10.00,,,,,SCT,partly cloudy,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,IWC15,precipitation in the vicinity,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-12,15.26,66.56,4.10,46.94,0.00,9.21,,S,3.00,15.00,,,,,NCD,no cloud detected,ICC05,five oktas - 6/10,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-13,12.20,68.00,5.18,47.84,0.00,13.87,,S,3.00,11.93,,,,,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-14,10.22,67.64,8.24,48.20,0.00,23.04,27.74,SW,3.00,15.00,,,,,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-15,10.22,68.00,6.26,48.56,0.00,16.11,,SW,3.00,15.00,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-16,10.22,74.48,3.20,40.64,0.00,16.11,,SW,3.00,10.00,,,30.20,30.34,NCD,no cloud detected,SCT,partly cloudy,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-17,8.24,48.92,1.22,43.34,0.00,18.41,,SW,3.00,9.32,,,30.20,30.35,NCD,no cloud detected,BKN,mostly cloudy,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-18,8.24,20.12,1.22,42.62,0.00,18.41,,SW,6.21,10.00,,,30.25,30.35,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-19,11.12,68.72,2.12,42.44,0.00,18.41,,S,6.21,15.00,,,,,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-20,12.20,60.80,5.18,47.66,2.24,11.51,,SE,3.00,15.00,,,,,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,IWC15,precipitation in the vicinity,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-21,7.16,64.04,5.18,44.42,0.00,20.80,25.32,SW,3.00,15.00,,,,,FEW,mostly clear,BKN,mostly cloudy,IWC15,precipitation in the vicinity,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-22,7.16,43.52,1.22,40.82,0.00,17.26,,SW,3.00,15.00,,,,,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-23,10.22,17.24,1.22,10.22,0.00,11.51,,NE,6.96,12.43,,,30.29,30.35,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-24,10.22,38.48,1.22,32.54,2.24,11.51,,NE,3.00,7.00,,,30.35,30.45,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-25,10.22,61.88,2.12,38.66,0.00,11.51,,S,3.00,11.93,,,,,NCD,no cloud detected,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-26,8.24,63.68,1.22,40.28,0.00,11.51,,S,6.21,15.00,,,30.45,30.45,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-27,11.12,69.08,2.12,41.54,0.00,11.51,,S,3.00,10.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-02-28,6.26,71.24,4.10,40.64,0.00,8.06,,W,3.00,11.93,,,,,CLR,clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-01,8.24,69.80,2.12,42.62,0.00,17.26,,SW,3.00,11.93,,,,,NCD,no cloud detected,VV,overcast,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-02,9.14,68.36,3.20,48.02,0.00,20.80,,SW,3.00,10.00,,,30.14,30.33,FEW,mostly clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-03,11.12,48.56,3.20,45.14,0.00,17.26,,SW,3.00,12.43,,,30.18,30.29,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-04,13.10,21.20,4.10,39.20,0.00,20.80,,S,9.00,15.00,,,,,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-05,11.12,73.04,2.12,42.44,0.00,11.51,,S,6.21,11.93,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-06,12.20,75.56,2.12,38.48,0.00,9.21,,S,3.00,15.00,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-07,9.14,48.38,3.20,41.18,0.00,11.51,,SW,3.00,11.93,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-08,9.14,74.48,0.14,48.20,0.00,11.51,,S,3.00,11.93,,,,,NCD,no cloud detected,VV,overcast,+RA,heavy rain,IWC65,heavy rain,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-09,10.22,24.26,1.22,13.10,0.00,11.51,,S,6.21,10.00,,,30.18,30.30,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-10,13.10,47.48,1.22,43.34,0.00,11.51,,SW,3.00,7.00,,,30.17,30.29,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-11,20.12,70.52,8.24,50.54,0.00,13.87,,SW,3.00,10.00,,,30.19,30.27,FEW,mostly clear,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-12,13.10,76.64,3.20,37.22,0.00,6.93,,NE,6.21,11.93,,,,,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-13,10.22,79.16,2.12,36.14,0.00,13.87,,S,3.00,11.93,,,,,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-14,9.14,76.28,1.22,39.56,0.00,14.99,20.80,SW,3.00,11.93,,,,,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-15,13.10,73.04,4.10,50.18,0.00,23.04,,SW,3.00,11.93,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-16,14.18,51.26,1.22,45.14,0.00,17.26,,SW,3.00,12.43,,,30.07,30.20,NCD,no cloud detected,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-17,15.26,23.18,1.22,9.14,0.00,13.87,,S,9.94,10.00,,,30.14,30.29,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-18,5.18,22.10,2.12,7.16,0.00,16.11,,S,6.21,11.93,,,,,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-19,12.20,59.72,2.12,49.82,0.00,16.11,,NE,3.00,10.00,,,,,NCD,no cloud detected,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-20,11.12,20.12,4.10,8.24,6.71,51.90,,N,6.00,20.00,,,,,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-21,4.10,36.14,1.22,33.08,0.00,11.51,,SW,3.00,20.00,,,,,NCD,no cloud detected,CLR,clear,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-22,5.18,74.84,1.22,36.86,0.00,11.51,,SW,3.00,11.93,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-23,14.18,73.40,3.20,34.70,0.00,11.51,,SW,3.00,10.00,,,30.15,30.31,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-24,14.18,46.04,2.12,40.28,0.00,9.21,,NE,3.00,10.00,,,30.19,30.28,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-25,8.24,60.80,5.18,46.22,0.00,2.30,,NW,5.97,7.00,,,,,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-26,11.12,64.04,1.22,46.22,0.00,11.51,,N,6.21,15.00,,,30.43,30.43,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-27,12.20,69.44,6.26,46.58,0.00,9.21,,W,3.00,10.00,,,,,FEW,mostly clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-28,10.22,52.52,9.14,49.64,0.00,11.51,20.80,SW,3.00,10.00,,,,,ICC03,three oktas - 4/10,VV,overcast,DZ,drizzle,FGDZ,drizzle with fog,IWC05,haze,IWC45,sky-obscuring fog,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-29,10.22,72.32,4.10,45.50,0.00,18.41,27.74,SW,3.00,11.93,,,,,FEW,mostly clear,VV,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-30,11.12,49.82,1.22,42.44,0.00,17.26,,SW,3.00,12.43,,,30.09,30.19,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-03-31,13.10,47.12,0.14,33.62,0.00,11.51,,SW,3.00,12.43,,,30.15,30.22,ICC03,three oktas - 4/10,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-01,13.10,48.92,1.22,33.98,0.00,17.26,,SW,3.00,12.43,,,30.14,30.25,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-02,12.20,26.24,3.20,8.24,0.00,13.87,,SW,6.21,15.00,,,,,FEW,mostly clear,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-03,13.10,52.34,4.10,45.86,0.00,11.51,,N,3.00,10.00,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-04,12.20,61.88,8.24,51.62,0.00,11.51,,SW,3.00,10.00,,,,,ICC03,three oktas - 4/10,VV,overcast,FUDZ,drizzle with smoke,-DZ,light drizzle,IWC51,light drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-05,13.10,53.78,5.18,49.28,0.00,16.11,,SW,3.00,15.00,,,30.23,30.27,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-06,15.26,49.64,3.20,37.22,0.00,11.51,,SW,3.00,10.00,,,30.17,30.28,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-07,22.10,74.48,3.20,46.76,0.00,13.87,,S,3.00,11.93,,,30.20,30.30,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-08,9.14,49.64,5.18,46.76,0.00,8.06,,S,3.00,11.93,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-09,12.20,29.12,4.10,40.10,0.00,6.93,,SE,6.21,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-10,14.18,26.24,4.10,14.18,0.00,20.80,,NE,9.94,11.93,,,,,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-11,1.22,21.20,7.16,9.14,10.29,13.87,,NE,6.21,11.93,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-12,12.20,20.12,6.26,9.14,0.00,8.06,,S,10.00,11.93,,,30.31,30.31,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-13,12.20,22.10,0.14,14.18,0.00,11.51,,S,6.96,10.00,,,30.25,30.29,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-14,12.20,24.26,1.22,14.18,0.00,17.26,,S,9.94,10.00,,,30.20,30.34,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1990-04-15,17.24,24.26,4.10,9.14,0.00,13.87,,S,10.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
