Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
MMPB,America/Mexico_City,1991-09-01,51.08,75.20,46.40,60.80,0.00,23.04,,NE,3.00,15.00,,,30.24,30.29,NCD,no cloud detected,OVC,overcast,IWC15,precipitation in the vicinity,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-02,57.20,75.20,48.20,57.02,0.00,9.21,,SE,3.00,11.93,,,30.27,30.37,FEW,mostly clear,OVC,overcast,IWC60,light intermittent rain,-RA,light rain,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-03,51.80,70.52,46.40,62.60,0.00,9.21,,S,3.00,12.43,,,30.22,30.26,FEW,mostly clear,OVC,overcast,IWC62,intermittent rain,RA,rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-04,55.40,71.60,44.60,58.10,0.00,11.51,,S,3.00,12.43,,,30.13,30.25,FEW,mostly clear,OVC,overcast,RA,rain,IWC63,rain,IWC61,light rain,-RA,light rain,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-05,57.02,68.00,55.04,59.00,0.00,9.21,,S,2.49,11.93,,,30.15,30.22,FEW,mostly clear,VV,overcast,-RA,light rain,IWC61,light rain,FGDZ,drizzle with fog,FGFUDZ,drizzle with fog and smoke,-DZ,light drizzle,IWC51,light drizzle,IWC05,haze,IWC04,smoke,FG,fog,IWC45,sky-obscuring fog,,,,
MMPB,America/Mexico_City,1991-09-06,53.60,69.80,48.20,60.80,0.00,6.93,,SE,2.98,15.00,,,30.20,30.27,ICC01,one okta - 1/10 or less but not zero,VV,overcast,RA,rain,IWC63,rain,IWC61,light rain,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,IWC16,precipitation in the vicinity,,,,,,,,
MMPB,America/Mexico_City,1991-09-07,57.20,70.52,46.40,55.04,0.00,6.93,,S,3.00,12.43,,,30.23,30.33,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-08,51.44,77.00,44.60,52.34,0.00,9.21,,NW,3.00,15.00,,,30.24,30.34,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-09,53.60,71.24,36.32,52.16,0.00,13.87,,NW,3.00,15.00,,,30.22,30.30,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-10,46.40,69.80,41.00,52.52,0.00,9.21,,N,3.00,9.32,,,30.22,30.33,NCD,no cloud detected,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-11,50.00,73.40,41.00,54.86,0.00,11.51,,SE,3.00,15.00,,,30.22,30.32,NCD,no cloud detected,VV,overcast,RA,rain,IWC63,rain,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-12,55.40,73.76,41.00,66.20,0.00,31.32,,N,3.00,12.43,,,30.23,30.33,FEW,mostly clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-13,55.40,71.78,51.62,57.20,0.00,11.51,,S,3.00,12.43,,,30.22,30.34,ICC01,one okta - 1/10 or less but not zero,VV,overcast,IWC60,light intermittent rain,-RA,light rain,FGDZ,drizzle with fog,IWC05,haze,IWC45,sky-obscuring fog,IWC15,precipitation in the vicinity,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-14,52.34,70.88,49.82,55.94,0.00,9.21,,SE,3.00,10.00,,,30.17,30.29,FEW,mostly clear,VV,overcast,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-15,51.80,69.80,46.40,57.20,0.00,13.87,,S,3.00,12.43,,,30.21,30.28,ICC01,one okta - 1/10 or less but not zero,VV,overcast,RA,rain,IWC63,rain,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,IWC40,distant fog,VCFG,fog in the vicinity,IWC15,precipitation in the vicinity,,,,,,,,
MMPB,America/Mexico_City,1991-09-16,54.32,68.00,46.40,55.40,2.24,13.87,,S,3.00,12.43,,,30.24,30.30,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-17,55.40,65.66,50.00,55.40,0.00,11.51,,S,3.00,15.00,,,30.24,30.32,ICC01,one okta - 1/10 or less but not zero,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-18,53.60,69.80,39.20,55.40,0.00,9.21,,S,3.00,15.00,,,30.17,30.28,FEW,mostly clear,OVC,overcast,RA,rain,IWC63,rain,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC15,precipitation in the vicinity,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-19,57.20,69.80,46.40,55.40,0.00,11.51,,N,3.00,12.43,,,30.20,30.29,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-20,50.00,68.54,41.00,53.60,0.00,11.51,,NW,3.00,12.43,,,30.20,30.32,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,IWC15,precipitation in the vicinity,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-21,48.38,72.68,42.80,60.80,0.00,16.11,,NW,3.00,12.43,,,30.21,30.29,NCD,no cloud detected,OVC,overcast,-SHRA,showers of light rain,IWC80,showers of light rain,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-22,53.42,68.00,44.60,57.20,0.00,13.87,,N,3.00,12.43,,,30.20,30.28,FEW,mostly clear,OVC,overcast,IWC60,light intermittent rain,-RA,light rain,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-23,56.66,70.52,42.80,54.68,0.00,13.81,,NW,3.00,10.00,,,30.25,30.33,ICC03,three oktas - 4/10,OVC,overcast,DZ,drizzle,IWC53,drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-24,48.20,72.32,42.80,50.36,0.00,13.87,,NW,9.94,15.00,,,30.23,30.33,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-25,50.00,73.58,41.00,53.60,0.00,13.87,,NW,3.00,12.43,,,30.19,30.30,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-26,53.24,70.16,41.00,55.94,0.00,10.36,,NW,3.00,15.00,,,30.17,30.26,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-27,49.28,70.88,35.42,62.60,0.00,13.87,,SE,2.98,15.00,,,30.16,30.26,FEW,mostly clear,VV,overcast,RA,rain,IWC63,rain,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-28,55.40,68.72,44.60,55.40,0.00,11.51,,NW,3.00,7.00,,,30.20,30.29,CLR,clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-29,52.34,71.60,41.00,54.32,0.00,9.21,,NW,3.00,15.00,,,30.25,30.34,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-09-30,50.00,71.60,42.80,53.78,0.00,13.87,,NW,3.00,15.00,,,30.23,30.33,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-01,51.80,71.06,42.80,60.80,2.24,11.51,,NW,6.21,15.00,,,30.17,30.28,NCD,no cloud detected,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-02,51.80,70.52,42.80,55.58,0.00,10.36,,S,3.00,12.43,0.16,,30.15,30.25,FEW,mostly clear,VV,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-03,51.80,70.52,42.80,56.12,0.00,9.21,,S,3.00,15.00,,,30.18,30.28,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-04,53.60,73.40,39.20,57.92,0.00,11.51,,S,3.00,12.43,,,30.14,30.25,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-05,54.86,71.60,39.20,56.30,0.00,11.51,,N,3.00,11.93,,,30.17,30.29,FEW,mostly clear,VV,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-06,55.40,64.40,42.80,62.60,0.00,13.87,,NW,3.00,15.00,,,30.18,30.28,FEW,mostly clear,VV,overcast,RA,rain,IWC63,rain,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-07,53.60,69.44,42.80,55.40,2.24,13.87,,NW,3.00,12.43,,,30.19,30.25,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-08,48.56,69.08,46.58,52.52,0.00,13.87,,NW,3.00,12.43,,,30.18,30.27,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-09,51.80,68.00,46.40,57.20,0.00,13.87,,SE,2.49,12.43,,,30.24,30.33,ICC01,one okta - 1/10 or less but not zero,VV,overcast,IWC60,light intermittent rain,-RA,light rain,-DZ,light drizzle,IWC51,light drizzle,IWC04,smoke,FG,fog,IWC45,sky-obscuring fog,FU,smoke,,,,,,,,
MMPB,America/Mexico_City,1991-10-10,53.60,64.40,44.60,59.00,0.00,9.21,,NW,3.00,12.43,,,30.27,30.35,FEW,mostly clear,VV,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,IWC53,drizzle,FUDZ,drizzle with smoke,-DZ,light drizzle,IWC51,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,IWC04,smoke,,,,
MMPB,America/Mexico_City,1991-10-11,51.44,68.00,42.80,51.26,2.24,11.51,,N,3.00,15.00,,,30.23,30.30,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-12,51.80,68.00,39.92,46.40,0.00,9.21,,SE,3.00,15.00,,,30.29,30.30,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-13,41.00,71.60,34.34,53.60,0.00,11.51,,S,6.21,20.00,,,30.20,30.28,NCD,no cloud detected,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-14,44.60,72.14,39.20,50.36,0.00,11.51,,S,3.00,15.00,,,30.14,30.21,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-15,46.40,73.58,33.80,50.00,0.00,11.51,,NW,3.00,15.00,,,30.15,30.24,NCD,no cloud detected,ICC05,five oktas - 6/10,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-16,42.08,70.88,35.60,50.00,0.00,11.51,,NW,3.00,12.43,,,30.18,30.28,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-17,44.42,69.80,39.20,48.92,0.00,11.51,,SE,3.00,12.43,,,30.22,30.29,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-18,47.84,71.60,42.80,48.20,0.00,8.06,,SE,3.00,12.43,,,30.23,30.34,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-19,53.60,71.60,39.20,53.60,0.00,9.21,,S,3.00,12.43,,,30.17,30.30,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-20,50.00,72.32,41.00,52.34,0.00,9.21,,N,3.00,12.43,,,30.14,30.25,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-21,50.18,73.40,41.00,55.58,0.00,13.81,,SW,3.00,15.00,,,30.17,30.26,FEW,mostly clear,OVC,overcast,+RA,heavy rain,IWC65,heavy rain,-DZ,light drizzle,IWC51,light drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-22,50.00,73.04,41.00,57.20,0.00,13.81,,SE,3.00,12.43,,,30.18,30.30,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-23,50.54,73.94,46.40,54.32,0.00,11.51,,SE,3.00,12.43,,,30.17,30.29,CLR,clear,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-24,51.80,71.60,46.40,54.86,0.00,11.51,,N,3.00,20.00,,,30.13,30.22,NCD,no cloud detected,BKN,mostly cloudy,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-25,48.74,70.16,39.20,57.20,0.00,11.51,,S,3.00,12.43,,,30.14,30.22,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-26,50.00,69.80,41.00,54.14,0.00,11.51,,S,3.98,10.00,,,30.14,30.14,FEW,mostly clear,VV,overcast,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-27,53.60,71.60,42.80,53.42,0.00,13.87,,S,4.97,11.93,,,30.22,30.22,FEW,mostly clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-28,51.80,72.14,42.80,56.12,0.00,13.87,,S,2.49,12.43,,,30.12,30.22,FEW,mostly clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-29,53.60,75.20,42.80,55.76,0.00,11.51,,S,3.00,12.43,,,30.17,30.30,NCD,no cloud detected,VV,overcast,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-30,49.64,71.60,42.80,49.64,0.00,13.87,,S,3.00,11.93,,,30.19,30.26,CLR,clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-10-31,48.20,71.60,42.80,57.20,0.00,9.21,,S,3.00,7.00,,,30.20,30.24,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-01,49.46,71.60,41.00,57.20,0.00,13.81,,NW,2.49,12.43,,,30.24,30.33,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-02,55.40,70.16,35.60,51.26,0.00,9.21,,SE,1.55,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-03,50.00,70.16,41.00,55.40,0.00,17.26,,NW,3.00,12.43,,,30.30,30.41,FEW,mostly clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-04,51.80,68.18,42.80,48.20,0.00,13.87,,NW,3.00,12.43,,,30.39,30.39,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-05,50.00,70.16,41.00,53.60,0.00,16.11,,NW,3.00,15.00,,,,,NCD,no cloud detected,OVC,overcast,IWC62,intermittent rain,RA,rain,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-06,49.28,71.60,46.58,55.40,0.00,6.93,,S,3.00,12.43,,,30.14,30.25,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-07,53.24,68.00,46.40,55.94,0.00,11.51,,S,2.98,12.43,,,,,FEW,mostly clear,VV,overcast,IWC60,light intermittent rain,-RA,light rain,DZ,drizzle,FGDZ,drizzle with fog,FGFUDZ,drizzle with fog and smoke,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,IWC45,sky-obscuring fog,,,,,,
MMPB,America/Mexico_City,1991-11-08,46.40,62.42,37.40,48.20,0.00,13.87,,NW,6.21,12.43,,,,,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-09,38.12,68.00,36.50,53.60,0.00,11.51,,S,3.00,12.43,,,30.23,30.36,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-10,41.00,68.00,32.00,39.20,0.00,8.06,,SE,3.00,15.00,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-11,46.40,70.16,30.38,50.00,0.00,11.51,,S,9.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-12,37.04,69.80,29.30,55.40,0.00,11.51,,S,3.00,12.43,,,30.18,30.34,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-13,37.94,68.36,30.02,42.80,0.00,10.36,,SE,3.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-14,35.96,69.44,29.12,46.40,0.00,11.51,,S,3.00,15.00,,,30.28,30.28,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-15,40.28,73.04,36.86,53.60,0.00,6.93,,S,2.49,12.43,,,30.24,30.28,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-16,44.78,70.88,35.60,46.40,0.00,11.51,,S,3.00,15.00,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-17,45.50,72.32,37.40,49.82,0.00,11.51,,NW,3.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-18,46.40,73.04,35.60,59.00,0.00,11.51,,S,3.00,12.43,,,30.13,30.24,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-19,46.40,68.36,42.80,49.64,0.00,11.51,,SE,3.00,12.43,,,,,NCD,no cloud detected,VV,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-20,46.40,69.80,35.60,48.20,0.00,13.87,,S,3.00,11.93,,,,,FEW,mostly clear,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-21,46.40,70.70,35.60,50.00,0.00,11.51,,S,3.00,12.43,,,30.20,30.31,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-22,43.70,68.00,35.60,47.30,0.00,10.36,,S,3.00,11.93,,,,,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-23,42.44,73.76,32.54,46.40,0.00,13.87,,NW,3.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-24,44.60,65.84,33.80,50.00,2.24,13.87,,NW,3.00,12.43,,,30.29,30.40,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-25,42.08,66.74,35.60,44.96,0.00,9.21,,S,3.00,12.43,,,30.31,30.31,FEW,mostly clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-26,43.70,70.16,35.60,46.40,0.00,16.11,,NW,3.00,12.43,,,,,NCD,no cloud detected,OVC,overcast,SHRA,showers of rain,IWC81,showers of rain,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-27,48.92,68.00,37.40,48.20,0.00,11.51,,NE,3.00,12.43,,,,,NCD,no cloud detected,OVC,overcast,IWC60,light intermittent rain,-RA,light rain,IWC15,precipitation in the vicinity,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-28,39.56,66.56,32.00,45.32,0.00,8.06,,S,3.00,12.43,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-29,40.28,70.70,35.60,48.20,0.00,11.51,,SW,3.00,15.00,,,,,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-11-30,51.44,75.02,37.40,51.80,0.00,11.51,,S,3.00,7.00,,,30.13,30.25,NCD,no cloud detected,CLR,clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-01,44.60,72.68,32.00,46.76,0.00,13.87,,S,3.00,10.00,,,30.15,30.30,NCD,no cloud detected,FEW,mostly clear,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-02,45.32,74.48,39.20,45.32,0.00,11.51,,S,2.49,12.43,,,30.25,30.25,NCD,no cloud detected,SCT,partly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-03,44.42,75.02,33.80,49.28,0.00,11.51,,S,3.00,11.93,,,,,NCD,no cloud detected,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-04,41.00,62.60,33.80,42.44,0.00,11.51,,SE,3.00,12.43,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-05,37.94,68.00,34.16,46.40,0.00,9.21,,E,3.00,12.43,,,,,FEW,mostly clear,VV,overcast,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-06,44.60,68.00,35.60,48.02,0.00,9.21,,E,3.00,15.00,,,,,FEW,mostly clear,VV,overcast,IWC60,light intermittent rain,-RA,light rain,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-07,51.80,69.62,37.40,48.20,0.00,11.51,,SE,3.00,11.93,,,,,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-08,44.60,72.32,35.60,47.30,0.00,9.21,,S,3.00,11.93,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-09,50.00,72.14,35.60,46.40,0.00,6.93,,SE,3.00,15.00,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-10,40.46,66.20,32.18,41.18,0.00,9.21,,SE,1.86,12.43,,,,,NCD,no cloud detected,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-11,37.40,69.44,28.76,46.40,0.00,11.51,,SE,3.00,12.43,,,,,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1991-12-12,40.10,73.76,35.42,41.72,0.00,9.21,,S,3.00,12.43,,,,,NCD,no cloud detected,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
